x,y,z,intensity
-4.6800,3.3600,0.0086,0.4915
-4.6800,3.4800,0.0203,0.5169
-4.6800,3.6000,0.0312,0.5216
-4.6800,3.7200,0.0409,0.5234
-4.6800,3.8400,0.0492,0.5353
-4.6800,3.9600,0.0559,0.5357
-4.6800,4.0800,0.0606,0.5614
-4.6800,4.2000,0.0634,0.5479
-4.6800,4.3200,0.0641,0.5626
-4.6800,4.4400,0.0626,0.5255
-4.6800,4.5600,0.0592,0.5513
-4.6800,4.6800,0.0539,0.5554
-4.5600,-4.8000,0.0538,0.5251
-4.5600,-4.6800,0.0592,0.5424
-4.5600,-4.5600,0.0627,0.5685
-4.5600,-4.4400,0.0641,0.5675
-4.5600,-4.3200,0.0632,0.5270
-4.5600,-4.2000,0.0602,0.5451
-4.5600,-4.0800,0.0550,0.5633
-4.5600,-3.9600,0.0478,0.5296
-4.5600,-3.8400,0.0389,0.5426
-4.5600,-3.7200,0.0284,0.5033
-4.5600,-3.6000,0.0168,0.5086
-4.5600,-3.4800,0.0043,0.5084
-4.5600,-3.3600,-0.0087,0.4771
-4.5600,-3.2400,-0.0218,0.4818
-4.5600,-3.1200,-0.0347,0.4799
-4.5600,-3.0000,-0.0470,0.4525
-4.5600,-2.8800,-0.0586,0.4769
-4.5600,-2.7600,-0.0692,0.4416
-4.5600,-2.6400,-0.0785,0.4208
-4.5600,-2.5200,-0.0865,0.4119
-4.5600,-2.4000,-0.0931,0.4281
-4.5600,-2.2800,-0.0983,0.4455
-4.5600,-2.1600,-0.1020,0.4092
-4.5600,-2.0400,-0.1044,0.4170
-4.5600,-1.9200,-0.1055,0.3930
-4.5600,-1.8000,-0.1055,0.4394
-4.5600,-1.6800,-0.1045,0.4194
-4.5600,-1.5600,-0.1026,0.4002
-4.5600,-1.4400,-0.1001,0.4150
-4.5600,-1.3200,-0.0970,0.4259
-4.5600,-1.2000,-0.0936,0.4233
-4.5600,-1.0800,-0.0900,0.4368
-4.5600,-0.9600,-0.0864,0.4312
-4.5600,-0.8400,-0.0829,0.4323
-4.5600,-0.7200,-0.0797,0.4585
-4.5600,-0.6000,-0.0767,0.4479
-4.5600,-0.4800,-0.0742,0.4433
-4.5600,-0.3600,-0.0721,0.4465
-4.5600,-0.2400,-0.0706,0.4300
-4.5600,-0.1200,-0.0697,0.4329
-4.5600,0.0000,-0.0694,0.4650
-4.5600,0.1200,-0.0697,0.4240
-4.5600,0.2400,-0.0706,0.4528
-4.5600,0.3600,-0.0721,0.4493
-4.5600,0.4800,-0.0742,0.4470
-4.5600,0.6000,-0.0767,0.4172
-4.5600,0.7200,-0.0797,0.4402
-4.5600,0.8400,-0.0829,0.4356
-4.5600,0.9600,-0.0864,0.4329
-4.5600,1.0800,-0.0900,0.4394
-4.5600,1.2000,-0.0936,0.4461
-4.5600,1.3200,-0.0970,0.4343
-4.5600,1.4400,-0.1001,0.4376
-4.5600,1.5600,-0.1026,0.4429
-4.5600,1.6800,-0.1045,0.4039
-4.5600,1.8000,-0.1055,0.4059
-4.5600,1.9200,-0.1055,0.4199
-4.5600,2.0400,-0.1044,0.3992
-4.5600,2.1600,-0.1020,0.4001
-4.5600,2.2800,-0.0983,0.4248
-4.5600,2.4000,-0.0931,0.4333
-4.5600,2.5200,-0.0865,0.4111
-4.5600,2.6400,-0.0785,0.4308
-4.5600,2.7600,-0.0692,0.4492
-4.5600,2.8800,-0.0586,0.4524
-4.5600,3.0000,-0.0470,0.4680
-4.5600,3.1200,-0.0347,0.4608
-4.5600,3.2400,-0.0218,0.5052
-4.5600,3.3600,-0.0087,0.5038
-4.5600,3.4800,0.0043,0.5047
-4.5600,3.6000,0.0168,0.4974
-4.5600,3.7200,0.0284,0.5307
-4.5600,3.8400,0.0389,0.5091
-4.5600,3.9600,0.0478,0.5312
-4.5600,4.0800,0.0550,0.5526
-4.5600,4.2000,0.0602,0.5720
-4.5600,4.3200,0.0632,0.5624
-4.5600,4.4400,0.0641,0.5674
-4.5600,4.5600,0.0627,0.5436
-4.5600,4.6800,0.0592,0.5228
-4.4400,-4.8000,0.0590,0.5308
-4.4400,-4.6800,0.0626,0.5372
-4.4400,-4.5600,0.0641,0.5587
-4.4400,-4.4400,0.0632,0.5644
-4.4400,-4.3200,0.0599,0.5399
-4.4400,-4.2000,0.0544,0.5585
-4.4400,-4.0800,0.0468,0.5440
-4.4400,-3.9600,0.0373,0.5498
-4.4400,-3.8400,0.0262,0.5232
-4.4400,-3.7200,0.0139,0.4992
-4.4400,-3.6000,0.0007,0.4854
-4.4400,-3.4800,-0.0129,0.4728
-4.4400,-3.3600,-0.0266,0.4946
-4.4400,-3.2400,-0.0400,0.4454
-4.4400,-3.1200,-0.0528,0.4810
-4.4400,-3.0000,-0.0645,0.4496
-4.4400,-2.8800,-0.0751,0.4389
-4.4400,-2.7600,-0.0842,0.4115
-4.4400,-2.6400,-0.0918,0.4389
-4.4400,-2.5200,-0.0977,0.4006
-4.4400,-2.4000,-0.1020,0.4243
-4.4400,-2.2800,-0.1046,0.4075
-4.4400,-2.1600,-0.1056,0.4117
-4.4400,-2.0400,-0.1052,0.4257
-4.4400,-1.9200,-0.1036,0.4077
-4.4400,-1.8000,-0.1007,0.4151
-4.4400,-1.6800,-0.0970,0.4434
-4.4400,-1.5600,-0.0925,0.4372
-4.4400,-1.4400,-0.0875,0.4275
-4.4400,-1.3200,-0.0822,0.4407
-4.4400,-1.2000,-0.0767,0.4292
-4.4400,-1.0800,-0.0712,0.4195
-4.4400,-0.9600,-0.0659,0.4381
-4.4400,-0.8400,-0.0609,0.4395
-4.4400,-0.7200,-0.0564,0.4669
-4.4400,-0.6000,-0.0524,0.4772
-4.4400,-0.4800,-0.0490,0.4852
-4.4400,-0.3600,-0.0463,0.4774
-4.4400,-0.2400,-0.0443,0.4553
-4.4400,-0.1200,-0.0431,0.4543
-4.4400,0.0000,-0.0427,0.4836
-4.4400,0.1200,-0.0431,0.4665
-4.4400,0.2400,-0.0443,0.4420
-4.4400,0.3600,-0.0463,0.4612
-4.4400,0.4800,-0.0490,0.4721
-4.4400,0.6000,-0.0524,0.4724
-4.4400,0.7200,-0.0564,0.4735
-4.4400,0.8400,-0.0609,0.4534
-4.4400,0.9600,-0.0659,0.4498
-4.4400,1.0800,-0.0712,0.4505
-4.4400,1.2000,-0.0767,0.4211
-4.4400,1.3200,-0.0822,0.4255
-4.4400,1.4400,-0.0875,0.4132
-4.4400,1.5600,-0.0925,0.4351
-4.4400,1.6800,-0.0970,0.4001
-4.4400,1.8000,-0.1007,0.4357
-4.4400,1.9200,-0.1036,0.4291
-4.4400,2.0400,-0.1052,0.4363
-4.4400,2.1600,-0.1056,0.3979
-4.4400,2.2800,-0.1046,0.4106
-4.4400,2.4000,-0.1020,0.4052
-4.4400,2.5200,-0.0977,0.4220
-4.4400,2.6400,-0.0918,0.4275
-4.4400,2.7600,-0.0842,0.4091
-4.4400,2.8800,-0.0751,0.4300
-4.4400,3.0000,-0.0645,0.4252
-4.4400,3.1200,-0.0528,0.4638
-4.4400,3.2400,-0.0400,0.4759
-4.4400,3.3600,-0.0266,0.4696
-4.4400,3.4800,-0.0129,0.4647
-4.4400,3.6000,0.0007,0.5118
-4.4400,3.7200,0.0139,0.5230
-4.4400,3.8400,0.0262,0.5333
-4.4400,3.9600,0.0373,0.5090
-4.4400,4.0800,0.0468,0.5201
-4.4400,4.2000,0.0544,0.5449
-4.4400,4.3200,0.0599,0.5700
-4.4400,4.4400,0.0632,0.5347
-4.4400,4.5600,0.0641,0.5488
-4.4400,4.6800,0.0626,0.5554
-4.3200,-4.8000,0.0624,0.5443
-4.3200,-4.6800,0.0641,0.5717
-4.3200,-4.5600,0.0632,0.5679
-4.3200,-4.4400,0.0599,0.5419
-4.3200,-4.3200,0.0542,0.5313
-4.3200,-4.2000,0.0463,0.5143
-4.3200,-4.0800,0.0364,0.5312
-4.3200,-3.9600,0.0247,0.5277
-4.3200,-3.8400,0.0118,0.5195
-4.3200,-3.7200,-0.0020,0.4745
-4.3200,-3.6000,-0.0162,0.4758
-4.3200,-3.4800,-0.0305,0.4853
-4.3200,-3.3600,-0.0444,0.4544
-4.3200,-3.2400,-0.0574,0.4622
-4.3200,-3.1200,-0.0694,0.4609
-4.3200,-3.0000,-0.0799,0.4175
-4.3200,-2.8800,-0.0887,0.4165
-4.3200,-2.7600,-0.0958,0.4180
-4.3200,-2.6400,-0.1010,0.4002
-4.3200,-2.5200,-0.1042,0.4289
-4.3200,-2.4000,-0.1056,0.4358
-4.3200,-2.2800,-0.1052,0.4211
-4.3200,-2.1600,-0.1032,0.4059
-4.3200,-2.0400,-0.0997,0.4240
-4.3200,-1.9200,-0.0950,0.4436
-4.3200,-1.8000,-0.0892,0.4296
-4.3200,-1.6800,-0.0827,0.4577
-4.3200,-1.5600,-0.0756,0.4530
-4.3200,-1.4400,-0.0682,0.4687
-4.3200,-1.3200,-0.0606,0.4299
-4.3200,-1.2000,-0.0531,0.4732
-4.3200,-1.0800,-0.0459,0.4566
-4.3200,-0.9600,-0.0390,0.4910
-4.3200,-0.8400,-0.0327,0.4785
-4.3200,-0.7200,-0.0270,0.4812
-4.3200,-0.6000,-0.0221,0.4585
-4.3200,-0.4800,-0.0180,0.4712
-4.3200,-0.3600,-0.0147,0.4665
-4.3200,-0.2400,-0.0124,0.4843
-4.3200,-0.1200,-0.0109,0.5146
-4.3200,0.0000,-0.0105,0.4966
-4.3200,0.1200,-0.0109,0.5104
-4.3200,0.2400,-0.0124,0.4967
-4.3200,0.3600,-0.0147,0.4991
-4.3200,0.4800,-0.0180,0.4719
-4.3200,0.6000,-0.0221,0.5072
-4.3200,0.7200,-0.0270,0.4896
-4.3200,0.8400,-0.0327,0.4754
-4.3200,0.9600,-0.0390,0.4660
-4.3200,1.0800,-0.0459,0.4470
-4.3200,1.2000,-0.0531,0.4464
-4.3200,1.3200,-0.0606,0.4561
-4.3200,1.4400,-0.0682,0.4517
-4.3200,1.5600,-0.0756,0.4417
-4.3200,1.6800,-0.0827,0.4318
-4.3200,1.8000,-0.0892,0.4404
-4.3200,1.9200,-0.0950,0.4327
-4.3200,2.0400,-0.0997,0.4005
-4.3200,2.1600,-0.1032,0.4356
-4.3200,2.2800,-0.1052,0.3912
-4.3200,2.4000,-0.1056,0.4003
-4.3200,2.5200,-0.1042,0.4294
-4.3200,2.6400,-0.1010,0.3996
-4.3200,2.7600,-0.0958,0.4459
-4.3200,2.8800,-0.0887,0.4399
-4.3200,3.0000,-0.0799,0.4213
-4.3200,3.1200,-0.0694,0.4688
-4.3200,3.2400,-0.0574,0.4679
-4.3200,3.3600,-0.0444,0.4824
-4.3200,3.4800,-0.0305,0.4519
-4.3200,3.6000,-0.0162,0.5034
-4.3200,3.7200,-0.0020,0.4754
-4.3200,3.8400,0.0118,0.4868
-4.3200,3.9600,0.0247,0.5434
-4.3200,4.0800,0.0364,0.5083
-4.3200,4.2000,0.0463,0.5572
-4.3200,4.3200,0.0542,0.5269
-4.3200,4.4400,0.0599,0.5529
-4.3200,4.5600,0.0632,0.5534
-4.3200,4.6800,0.0641,0.5392
-4.2000,-4.8000,0.0640,0.5643
-4.2000,-4.6800,0.0634,0.5553
-4.2000,-4.5600,0.0602,0.5514
-4.2000,-4.4400,0.0544,0.5537
-4.2000,-4.3200,0.0463,0.5576
-4.2000,-4.2000,0.0360,0.5407
-4.2000,-4.0800,0.0240,0.5151
-4.2000,-3.9600,0.0106,0.4990
-4.2000,-3.8400,-0.0038,0.4797
-4.2000,-3.7200,-0.0186,0.4793
-4.2000,-3.6000,-0.0334,0.4964
-4.2000,-3.4800,-0.0477,0.4451
-4.2000,-3.3600,-0.0611,0.4336
-4.2000,-3.2400,-0.0732,0.4199
-4.2000,-3.1200,-0.0837,0.4382
-4.2000,-3.0000,-0.0922,0.4289
-4.2000,-2.8800,-0.0988,0.4372
-4.2000,-2.7600,-0.1031,0.4168
-4.2000,-2.6400,-0.1054,0.4051
-4.2000,-2.5200,-0.1055,0.4399
-4.2000,-2.4000,-0.1036,0.4182
-4.2000,-2.2800,-0.0998,0.4212
-4.2000,-2.1600,-0.0945,0.4409
-4.2000,-2.0400,-0.0878,0.4124
-4.2000,-1.9200,-0.0799,0.4428
-4.2000,-1.8000,-0.0712,0.4318
-4.2000,-1.6800,-0.0620,0.4430
-4.2000,-1.5600,-0.0524,0.4601
-4.2000,-1.4400,-0.0427,0.4540
-4.2000,-1.3200,-0.0331,0.4608
-4.2000,-1.2000,-0.0239,0.4969
-4.2000,-1.0800,-0.0152,0.4755
-4.2000,-0.9600,-0.0071,0.4812
-4.2000,-0.8400,0.0002,0.5164
-4.2000,-0.7200,0.0067,0.5053
-4.2000,-0.6000,0.0123,0.5127
-4.2000,-0.4800,0.0170,0.5304
-4.2000,-0.3600,0.0206,0.5222
-4.2000,-0.2400,0.0232,0.5092
-4.2000,-0.1200,0.0248,0.5193
-4.2000,0.0000,0.0253,0.5127
-4.2000,0.1200,0.0248,0.4986
-4.2000,0.2400,0.0232,0.5206
-4.2000,0.3600,0.0206,0.4999
-4.2000,0.4800,0.0170,0.5343
-4.2000,0.6000,0.0123,0.5179
-4.2000,0.7200,0.0067,0.4890
-4.2000,0.8400,0.0002,0.5153
-4.2000,0.9600,-0.0071,0.5108
-4.2000,1.0800,-0.0152,0.5123
-4.2000,1.2000,-0.0239,0.4916
-4.2000,1.3200,-0.0331,0.4683
-4.2000,1.4400,-0.0427,0.4844
-4.2000,1.5600,-0.0524,0.4717
-4.2000,1.6800,-0.0620,0.4382
-4.2000,1.8000,-0.0712,0.4375
-4.2000,1.9200,-0.0799,0.4470
-4.2000,2.0400,-0.0878,0.4462
-4.2000,2.1600,-0.0945,0.4245
-4.2000,2.2800,-0.0998,0.4158
-4.2000,2.4000,-0.1036,0.4086
-4.2000,2.5200,-0.1055,0.3981
-4.2000,2.6400,-0.1054,0.4076
-4.2000,2.7600,-0.1031,0.4256
-4.2000,2.8800,-0.0988,0.4038
-4.2000,3.0000,-0.0922,0.4170
-4.2000,3.1200,-0.0837,0.4096
-4.2000,3.2400,-0.0732,0.4435
-4.2000,3.3600,-0.0611,0.4749
-4.2000,3.4800,-0.0477,0.4702
-4.2000,3.6000,-0.0334,0.4808
-4.2000,3.7200,-0.0186,0.4878
-4.2000,3.8400,-0.0038,0.4985
-4.2000,3.9600,0.0106,0.5249
-4.2000,4.0800,0.0240,0.5376
-4.2000,4.2000,0.0360,0.5349
-4.2000,4.3200,0.0463,0.5309
-4.2000,4.4400,0.0544,0.5508
-4.2000,4.5600,0.0602,0.5588
-4.2000,4.6800,0.0634,0.5737
-4.0800,-4.8000,0.0636,0.5396
-4.0800,-4.6800,0.0606,0.5471
-4.0800,-4.5600,0.0550,0.5469
-4.0800,-4.4400,0.0468,0.5379
-4.0800,-4.3200,0.0364,0.5409
-4.0800,-4.2000,0.0240,0.5143
-4.0800,-4.0800,0.0101,0.4931
-4.0800,-3.9600,-0.0047,0.4989
-4.0800,-3.8400,-0.0201,0.4850
-4.0800,-3.7200,-0.0354,0.4895
-4.0800,-3.6000,-0.0501,0.4737
-4.0800,-3.4800,-0.0639,0.4441
-4.0800,-3.3600,-0.0761,0.4623
-4.0800,-3.2400,-0.0865,0.4547
-4.0800,-3.1200,-0.0948,0.4301
-4.0800,-3.0000,-0.1009,0.3969
-4.0800,-2.8800,-0.1045,0.4287
-4.0800,-2.7600,-0.1057,0.4377
-4.0800,-2.6400,-0.1045,0.4076
-4.0800,-2.5200,-0.1011,0.4396
-4.0800,-2.4000,-0.0956,0.4144
-4.0800,-2.2800,-0.0884,0.4129
-4.0800,-2.1600,-0.0797,0.4583
-4.0800,-2.0400,-0.0697,0.4234
-4.0800,-1.9200,-0.0589,0.4530
-4.0800,-1.8000,-0.0474,0.4820
-4.0800,-1.6800,-0.0357,0.4813
-4.0800,-1.5600,-0.0239,0.4670
-4.0800,-1.4400,-0.0124,0.4972
-4.0800,-1.3200,-0.0012,0.4911
-4.0800,-1.2000,0.0093,0.4961
-4.0800,-1.0800,0.0191,0.5182
-4.0800,-0.9600,0.0280,0.5214
-4.0800,-0.8400,0.0360,0.5467
-4.0800,-0.7200,0.0429,0.5541
-4.0800,-0.6000,0.0489,0.5418
-4.0800,-0.4800,0.0538,0.5580
-4.0800,-0.3600,0.0575,0.5357
-4.0800,-0.2400,0.0603,0.5369
-4.0800,-0.1200,0.0619,0.5257
-4.0800,0.0000,0.0624,0.5350
-4.0800,0.1200,0.0619,0.5600
-4.0800,0.2400,0.0603,0.5669
-4.0800,0.3600,0.0575,0.5337
-4.0800,0.4800,0.0538,0.5332
-4.0800,0.6000,0.0489,0.5427
-4.0800,0.7200,0.0429,0.5459
-4.0800,0.8400,0.0360,0.5268
-4.0800,0.9600,0.0280,0.5375
-4.0800,1.0800,0.0191,0.4949
-4.0800,1.2000,0.0093,0.5211
-4.0800,1.3200,-0.0012,0.5012
-4.0800,1.4400,-0.0124,0.5089
-4.0800,1.5600,-0.0239,0.4846
-4.0800,1.6800,-0.0357,0.4493
-4.0800,1.8000,-0.0474,0.4526
-4.0800,1.9200,-0.0589,0.4730
-4.0800,2.0400,-0.0697,0.4538
-4.0800,2.1600,-0.0797,0.4211
-4.0800,2.2800,-0.0884,0.4195
-4.0800,2.4000,-0.0956,0.4016
-4.0800,2.5200,-0.1011,0.3947
-4.0800,2.6400,-0.1045,0.3923
-4.0800,2.7600,-0.1057,0.4376
-4.0800,2.8800,-0.1045,0.4000
-4.0800,3.0000,-0.1009,0.4186
-4.0800,3.1200,-0.0948,0.4209
-4.0800,3.2400,-0.0865,0.4431
-4.0800,3.3600,-0.0761,0.4480
-4.0800,3.4800,-0.0639,0.4378
-4.0800,3.6000,-0.0501,0.4645
-4.0800,3.7200,-0.0354,0.4480
-4.0800,3.8400,-0.0201,0.4909
-4.0800,3.9600,-0.0047,0.4719
-4.0800,4.0800,0.0101,0.5080
-4.0800,4.2000,0.0240,0.5284
-4.0800,4.3200,0.0364,0.5118
-4.0800,4.4400,0.0468,0.5304
-4.0800,4.5600,0.0550,0.5505
-4.0800,4.6800,0.0606,0.5693
-3.9600,-4.8000,0.0613,0.5418
-3.9600,-4.6800,0.0559,0.5281
-3.9600,-4.5600,0.0478,0.5363
-3.9600,-4.4400,0.0373,0.5431
-3.9600,-4.3200,0.0247,0.5072
-3.9600,-4.2000,0.0106,0.5035
-3.9600,-4.0800,-0.0047,0.4806
-3.9600,-3.9600,-0.0206,0.4635
-3.9600,-3.8400,-0.0364,0.4790
-3.9600,-3.7200,-0.0516,0.4572
-3.9600,-3.6000,-0.0656,0.4342
-3.9600,-3.4800,-0.0781,0.4170
-3.9600,-3.3600,-0.0886,0.4207
-3.9600,-3.2400,-0.0967,0.4385
-3.9600,-3.1200,-0.1023,0.4061
-3.9600,-3.0000,-0.1052,0.4043
-3.9600,-2.8800,-0.1054,0.4300
-3.9600,-2.7600,-0.1030,0.3929
-3.9600,-2.6400,-0.0981,0.4101
-3.9600,-2.5200,-0.0910,0.4365
-3.9600,-2.4000,-0.0819,0.4159
-3.9600,-2.2800,-0.0712,0.4254
-3.9600,-2.1600,-0.0592,0.4698
-3.9600,-2.0400,-0.0463,0.4795
-3.9600,-1.9200,-0.0327,0.4802
-3.9600,-1.8000,-0.0189,0.4728
-3.9600,-1.6800,-0.0052,0.5173
-3.9600,-1.5600,0.0083,0.4877
-3.9600,-1.4400,0.0211,0.5232
-3.9600,-1.3200,0.0333,0.5333
-3.9600,-1.2000,0.0446,0.5270
-3.9600,-1.0800,0.0548,0.5680
-3.9600,-0.9600,0.0640,0.5674
-3.9600,-0.8400,0.0722,0.5754
-3.9600,-0.7200,0.0791,0.5552
-3.9600,-0.6000,0.0850,0.5548
-3.9600,-0.4800,0.0898,0.5844
-3.9600,-0.3600,0.0934,0.5554
-3.9600,-0.2400,0.0960,0.5619
-3.9600,-0.1200,0.0976,0.5569
-3.9600,0.0000,0.0981,0.5667
-3.9600,0.1200,0.0976,0.5579
-3.9600,0.2400,0.0960,0.5981
-3.9600,0.3600,0.0934,0.5659
-3.9600,0.4800,0.0898,0.5726
-3.9600,0.6000,0.0850,0.5693
-3.9600,0.7200,0.0791,0.5677
-3.9600,0.8400,0.0722,0.5458
-3.9600,0.9600,0.0640,0.5646
-3.9600,1.0800,0.0548,0.5476
-3.9600,1.2000,0.0446,0.5390
-3.9600,1.3200,0.0333,0.5301
-3.9600,1.4400,0.0211,0.5138
-3.9600,1.5600,0.0083,0.5284
-3.9600,1.6800,-0.0052,0.5035
-3.9600,1.8000,-0.0189,0.4716
-3.9600,1.9200,-0.0327,0.4883
-3.9600,2.0400,-0.0463,0.4513
-3.9600,2.1600,-0.0592,0.4512
-3.9600,2.2800,-0.0712,0.4614
-3.9600,2.4000,-0.0819,0.4540
-3.9600,2.5200,-0.0910,0.4486
-3.9600,2.6400,-0.0981,0.4013
-3.9600,2.7600,-0.1030,0.4088
-3.9600,2.8800,-0.1054,0.4109
-3.9600,3.0000,-0.1052,0.4029
-3.9600,3.1200,-0.1023,0.3964
-3.9600,3.2400,-0.0967,0.4063
-3.9600,3.3600,-0.0886,0.4446
-3.9600,3.4800,-0.0781,0.4352
