x,y,z,intensity
-4.5600,0.7200,-0.0797,0.4364
-4.5600,0.8400,-0.0829,0.4560
-4.5600,0.9600,-0.0864,0.4448
-4.5600,1.0800,-0.0900,0.4442
-4.5600,1.2000,-0.0936,0.4306
-4.5600,1.3200,-0.0970,0.4312
-4.5600,1.4400,-0.1001,0.4189
-4.5600,1.5600,-0.1026,0.4407
-4.5600,1.6800,-0.1045,0.4399
-4.5600,1.8000,-0.1055,0.4315
-4.5600,1.9200,-0.1055,0.4380
-4.5600,2.0400,-0.1044,0.4314
-4.5600,2.1600,-0.1020,0.3965
-4.5600,2.2800,-0.0983,0.4363
-4.5600,2.4000,-0.0931,0.4294
-4.5600,2.5200,-0.0865,0.4136
-4.5600,2.6400,-0.0785,0.4340
-4.5600,2.7600,-0.0692,0.4590
-4.5600,2.8800,-0.0586,0.4594
-4.5600,3.0000,-0.0470,0.4556
-4.5600,3.1200,-0.0347,0.4822
-4.5600,3.2400,-0.0218,0.4841
-4.5600,3.3600,-0.0087,0.4748
-4.5600,3.4800,0.0043,0.4797
-4.5600,3.6000,0.0168,0.5182
-4.5600,3.7200,0.0284,0.5411
-4.5600,3.8400,0.0389,0.5525
-4.5600,3.9600,0.0478,0.5391
-4.5600,4.0800,0.0550,0.5646
-4.5600,4.2000,0.0602,0.5411
-4.5600,4.3200,0.0632,0.5324
-4.5600,4.4400,0.0641,0.5687
-4.5600,4.5600,0.0627,0.5572
-4.5600,4.6800,0.0592,0.5590
-4.4400,-4.8000,0.0590,0.5537
-4.4400,-4.6800,0.0626,0.5425
-4.4400,-4.5600,0.0641,0.5600
-4.4400,-4.4400,0.0632,0.5457
-4.4400,-4.3200,0.0599,0.5647
-4.4400,-4.2000,0.0544,0.5383
-4.4400,-4.0800,0.0468,0.5463
-4.4400,-3.9600,0.0373,0.5417
-4.4400,-3.8400,0.0262,0.4977
-4.4400,-3.7200,0.0139,0.5042
-4.4400,-3.6000,0.0007,0.5146
-4.4400,-3.4800,-0.0129,0.4791
-4.4400,-3.3600,-0.0266,0.4637
-4.4400,-3.2400,-0.0400,0.4855
-4.4400,-3.1200,-0.0528,0.4456
-4.4400,-3.0000,-0.0645,0.4715
-4.4400,-2.8800,-0.0751,0.4170
-4.4400,-2.7600,-0.0842,0.4196
-4.4400,-2.6400,-0.0918,0.4238
-4.4400,-2.5200,-0.0977,0.4145
-4.4400,-2.4000,-0.1020,0.4066
-4.4400,-2.2800,-0.1046,0.4143
-4.4400,-2.1600,-0.1056,0.4390
-4.4400,-2.0400,-0.1052,0.4391
-4.4400,-1.9200,-0.1036,0.4414
-4.4400,-1.8000,-0.1007,0.4432
-4.4400,-1.6800,-0.0970,0.4440
-4.4400,-1.5600,-0.0925,0.4413
-4.4400,-1.4400,-0.0875,0.4181
-4.4400,-1.3200,-0.0822,0.4394
-4.4400,-1.2000,-0.0767,0.4510
-4.4400,-1.0800,-0.0712,0.4493
-4.4400,-0.9600,-0.0659,0.4475
-4.4400,-0.8400,-0.0609,0.4647
-4.4400,-0.7200,-0.0564,0.4576
-4.4400,-0.6000,-0.0524,0.4421
-4.4400,-0.4800,-0.0490,0.4854
-4.4400,-0.3600,-0.0463,0.4622
-4.4400,-0.2400,-0.0443,0.4601
-4.4400,-0.1200,-0.0431,0.4786
-4.4400,0.0000,-0.0427,0.4670
-4.4400,0.1200,-0.0431,0.4474
-4.4400,0.2400,-0.0443,0.4842
-4.4400,0.3600,-0.0463,0.4750
-4.4400,0.4800,-0.0490,0.4699
-4.4400,0.6000,-0.0524,0.4626
-4.4400,0.7200,-0.0564,0.4503
-4.4400,0.8400,-0.0609,0.4619
-4.4400,0.9600,-0.0659,0.4465
-4.4400,1.0800,-0.0712,0.4201
-4.4400,1.2000,-0.0767,0.4561
-4.4400,1.3200,-0.0822,0.4130
-4.4400,1.4400,-0.0875,0.4401
-4.4400,1.5600,-0.0925,0.4418
-4.4400,1.6800,-0.0970,0.4423
-4.4400,1.8000,-0.1007,0.4438
-4.4400,1.9200,-0.1036,0.4084
-4.4400,2.0400,-0.1052,0.4017
-4.4400,2.1600,-0.1056,0.4282
-4.4400,2.2800,-0.1046,0.4190
-4.4400,2.4000,-0.1020,0.4423
-4.4400,2.5200,-0.0977,0.4029
-4.4400,2.6400,-0.0918,0.4159
-4.4400,2.7600,-0.0842,0.4253
-4.4400,2.8800,-0.0751,0.4401
-4.4400,3.0000,-0.0645,0.4709
-4.4400,3.1200,-0.0528,0.4804
-4.4400,3.2400,-0.0400,0.4717
-4.4400,3.3600,-0.0266,0.4767
-4.4400,3.4800,-0.0129,0.4690
-4.4400,3.6000,0.0007,0.5027
-4.4400,3.7200,0.0139,0.4987
-4.4400,3.8400,0.0262,0.5389
-4.4400,3.9600,0.0373,0.5364
-4.4400,4.0800,0.0468,0.5590
-4.4400,4.2000,0.0544,0.5611
-4.4400,4.3200,0.0599,0.5615
-4.4400,4.4400,0.0632,0.5494
-4.4400,4.5600,0.0641,0.5496
-4.4400,4.6800,0.0626,0.5321
-4.3200,-4.8000,0.0624,0.5444
-4.3200,-4.6800,0.0641,0.5644
-4.3200,-4.5600,0.0632,0.5702
-4.3200,-4.4400,0.0599,0.5721
-4.3200,-4.3200,0.0542,0.5207
-4.3200,-4.2000,0.0463,0.5558
-4.3200,-4.0800,0.0364,0.5136
-4.3200,-3.9600,0.0247,0.5277
-4.3200,-3.8400,0.0118,0.5155
-4.3200,-3.7200,-0.0020,0.5031
-4.3200,-3.6000,-0.0162,0.5104
-4.3200,-3.4800,-0.0305,0.4802
-4.3200,-3.3600,-0.0444,0.4540
-4.3200,-3.2400,-0.0574,0.4492
-4.3200,-3.1200,-0.0694,0.4302
-4.3200,-3.0000,-0.0799,0.4400
-4.3200,-2.8800,-0.0887,0.4247
-4.3200,-2.7600,-0.0958,0.4260
-4.3200,-2.6400,-0.1010,0.3996
-4.3200,-2.5200,-0.1042,0.4243
-4.3200,-2.4000,-0.1056,0.4305
-4.3200,-2.2800,-0.1052,0.4079
-4.3200,-2.1600,-0.1032,0.3929
-4.3200,-2.0400,-0.0997,0.4384
-4.3200,-1.9200,-0.0950,0.4066
-4.3200,-1.8000,-0.0892,0.4423
-4.3200,-1.6800,-0.0827,0.4094
-4.3200,-1.5600,-0.0756,0.4456
-4.3200,-1.4400,-0.0682,0.4614
-4.3200,-1.3200,-0.0606,0.4441
-4.3200,-1.2000,-0.0531,0.4602
-4.3200,-1.0800,-0.0459,0.4850
-4.3200,-0.9600,-0.0390,0.4918
-4.3200,-0.8400,-0.0327,0.4503
-4.3200,-0.7200,-0.0270,0.4882
-4.3200,-0.6000,-0.0221,0.4926
-4.3200,-0.4800,-0.0180,0.4821
-4.3200,-0.3600,-0.0147,0.4681
-4.3200,-0.2400,-0.0124,0.4889
-4.3200,-0.1200,-0.0109,0.4939
-4.3200,0.0000,-0.0105,0.5013
-4.3200,0.1200,-0.0109,0.4710
-4.3200,0.2400,-0.0124,0.5150
-4.3200,0.3600,-0.0147,0.4947
-4.3200,0.4800,-0.0180,0.4773
-4.3200,0.6000,-0.0221,0.4801
-4.3200,0.7200,-0.0270,0.4574
-4.3200,0.8400,-0.0327,0.4738
-4.3200,0.9600,-0.0390,0.4564
-4.3200,1.0800,-0.0459,0.4541
-4.3200,1.2000,-0.0531,0.4737
-4.3200,1.3200,-0.0606,0.4328
-4.3200,1.4400,-0.0682,0.4555
-4.3200,1.5600,-0.0756,0.4182
-4.3200,1.6800,-0.0827,0.4580
-4.3200,1.8000,-0.0892,0.4150
-4.3200,1.9200,-0.0950,0.4429
-4.3200,2.0400,-0.0997,0.4085
-4.3200,2.1600,-0.1032,0.4019
-4.3200,2.2800,-0.1052,0.4331
-4.3200,2.4000,-0.1056,0.4195
-4.3200,2.5200,-0.1042,0.4281
-4.3200,2.6400,-0.1010,0.4070
-4.3200,2.7600,-0.0958,0.4334
-4.3200,2.8800,-0.0887,0.4112
-4.3200,3.0000,-0.0799,0.4273
-4.3200,3.1200,-0.0694,0.4218
-4.3200,3.2400,-0.0574,0.4568
-4.3200,3.3600,-0.0444,0.4628
-4.3200,3.4800,-0.0305,0.4883
-4.3200,3.6000,-0.0162,0.4629
-4.3200,3.7200,-0.0020,0.5136
-4.3200,3.8400,0.0118,0.4901
-4.3200,3.9600,0.0247,0.5009
-4.3200,4.0800,0.0364,0.5215
-4.3200,4.2000,0.0463,0.5319
-4.3200,4.3200,0.0542,0.5513
-4.3200,4.4400,0.0599,0.5433
-4.3200,4.5600,0.0632,0.5526
-4.3200,4.6800,0.0641,0.5699
-4.2000,-4.8000,0.0640,0.5472
-4.2000,-4.6800,0.0634,0.5288
-4.2000,-4.5600,0.0602,0.5629
-4.2000,-4.4400,0.0544,0.5462
-4.2000,-4.3200,0.0463,0.5137
-4.2000,-4.2000,0.0360,0.5189
-4.2000,-4.0800,0.0240,0.5079
-4.2000,-3.9600,0.0106,0.4899
-4.2000,-3.8400,-0.0038,0.4755
-4.2000,-3.7200,-0.0186,0.5073
-4.2000,-3.6000,-0.0334,0.4609
-4.2000,-3.4800,-0.0477,0.4434
-4.2000,-3.3600,-0.0611,0.4363
-4.2000,-3.2400,-0.0732,0.4262
-4.2000,-3.1200,-0.0837,0.4474
-4.2000,-3.0000,-0.0922,0.4288
-4.2000,-2.8800,-0.0988,0.4418
-4.2000,-2.7600,-0.1031,0.4139
-4.2000,-2.6400,-0.1054,0.4386
-4.2000,-2.5200,-0.1055,0.4334
-4.2000,-2.4000,-0.1036,0.4016
-4.2000,-2.2800,-0.0998,0.4425
-4.2000,-2.1600,-0.0945,0.4263
-4.2000,-2.0400,-0.0878,0.4100
-4.2000,-1.9200,-0.0799,0.4265
-4.2000,-1.8000,-0.0712,0.4291
-4.2000,-1.6800,-0.0620,0.4416
-4.2000,-1.5600,-0.0524,0.4638
-4.2000,-1.4400,-0.0427,0.4900
-4.2000,-1.3200,-0.0331,0.4658
-4.2000,-1.2000,-0.0239,0.5047
-4.2000,-1.0800,-0.0152,0.4926
-4.2000,-0.9600,-0.0071,0.4756
-4.2000,-0.8400,0.0002,0.4841
-4.2000,-0.7200,0.0067,0.5232
-4.2000,-0.6000,0.0123,0.5026
-4.2000,-0.4800,0.0170,0.5377
-4.2000,-0.3600,0.0206,0.4931
-4.2000,-0.2400,0.0232,0.4994
-4.2000,-0.1200,0.0248,0.5231
-4.2000,0.0000,0.0253,0.5339
-4.2000,0.1200,0.0248,0.5279
-4.2000,0.2400,0.0232,0.5306
-4.2000,0.3600,0.0206,0.5097
-4.2000,0.4800,0.0170,0.4961
-4.2000,0.6000,0.0123,0.4918
-4.2000,0.7200,0.0067,0.4954
-4.2000,0.8400,0.0002,0.4864
-4.2000,0.9600,-0.0071,0.5103
-4.2000,1.0800,-0.0152,0.4974
-4.2000,1.2000,-0.0239,0.4869
-4.2000,1.3200,-0.0331,0.4659
-4.2000,1.4400,-0.0427,0.4814
-4.2000,1.5600,-0.0524,0.4407
-4.2000,1.6800,-0.0620,0.4491
-4.2000,1.8000,-0.0712,0.4280
-4.2000,1.9200,-0.0799,0.4147
-4.2000,2.0400,-0.0878,0.4230
-4.2000,2.1600,-0.0945,0.4406
-4.2000,2.2800,-0.0998,0.4316
-4.2000,2.4000,-0.1036,0.4283
-4.2000,2.5200,-0.1055,0.4061
-4.2000,2.6400,-0.1054,0.4024
-4.2000,2.7600,-0.1031,0.4233
-4.2000,2.8800,-0.0988,0.4047
-4.2000,3.0000,-0.0922,0.4113
-4.2000,3.1200,-0.0837,0.4443
-4.2000,3.2400,-0.0732,0.4287
-4.2000,3.3600,-0.0611,0.4409
-4.2000,3.4800,-0.0477,0.4517
-4.2000,3.6000,-0.0334,0.4866
-4.2000,3.7200,-0.0186,0.4857
-4.2000,3.8400,-0.0038,0.4727
-4.2000,3.9600,0.0106,0.4890
-4.2000,4.0800,0.0240,0.5011
-4.2000,4.2000,0.0360,0.5097
-4.2000,4.3200,0.0463,0.5405
-4.2000,4.4400,0.0544,0.5235
-4.2000,4.5600,0.0602,0.5556
-4.2000,4.6800,0.0634,0.5572
-4.0800,-4.8000,0.0636,0.5582
-4.0800,-4.6800,0.0606,0.5302
-4.0800,-4.5600,0.0550,0.5233
-4.0800,-4.4400,0.0468,0.5325
-4.0800,-4.3200,0.0364,0.5244
-4.0800,-4.2000,0.0240,0.5399
-4.0800,-4.0800,0.0101,0.5096
-4.0800,-3.9600,-0.0047,0.5177
-4.0800,-3.8400,-0.0201,0.4754
-4.0800,-3.7200,-0.0354,0.4604
-4.0800,-3.6000,-0.0501,0.4495
-4.0800,-3.4800,-0.0639,0.4438
-4.0800,-3.3600,-0.0761,0.4288
-4.0800,-3.2400,-0.0865,0.4157
-4.0800,-3.1200,-0.0948,0.4171
-4.0800,-3.0000,-0.1009,0.4414
-4.0800,-2.8800,-0.1045,0.4213
-4.0800,-2.7600,-0.1057,0.4368
-4.0800,-2.6400,-0.1045,0.4270
-4.0800,-2.5200,-0.1011,0.4001
-4.0800,-2.4000,-0.0956,0.4452
-4.0800,-2.2800,-0.0884,0.4225
-4.0800,-2.1600,-0.0797,0.4561
-4.0800,-2.0400,-0.0697,0.4315
-4.0800,-1.9200,-0.0589,0.4603
-4.0800,-1.8000,-0.0474,0.4522
-4.0800,-1.6800,-0.0357,0.4669
-4.0800,-1.5600,-0.0239,0.4566
-4.0800,-1.4400,-0.0124,0.4817
-4.0800,-1.3200,-0.0012,0.4877
-4.0800,-1.2000,0.0093,0.5295
-4.0800,-1.0800,0.0191,0.5340
-4.0800,-0.9600,0.0280,0.5349
-4.0800,-0.8400,0.0360,0.5102
-4.0800,-0.7200,0.0429,0.5550
-4.0800,-0.6000,0.0489,0.5624
-4.0800,-0.4800,0.0538,0.5321
-4.0800,-0.3600,0.0575,0.5287
-4.0800,-0.2400,0.0603,0.5680
-4.0800,-0.1200,0.0619,0.5631
-4.0800,0.0000,0.0624,0.5417
-4.0800,0.1200,0.0619,0.5654
-4.0800,0.2400,0.0603,0.5658
-4.0800,0.3600,0.0575,0.5338
-4.0800,0.4800,0.0538,0.5531
-4.0800,0.6000,0.0489,0.5358
-4.0800,0.7200,0.0429,0.5518
-4.0800,0.8400,0.0360,0.5089
-4.0800,0.9600,0.0280,0.5210
-4.0800,1.0800,0.0191,0.5057
-4.0800,1.2000,0.0093,0.4843
-4.0800,1.3200,-0.0012,0.5054
-4.0800,1.4400,-0.0124,0.5089
-4.0800,1.5600,-0.0239,0.4672
-4.0800,1.6800,-0.0357,0.4467
-4.0800,1.8000,-0.0474,0.4793
-4.0800,1.9200,-0.0589,0.4492
-4.0800,2.0400,-0.0697,0.4250
-4.0800,2.1600,-0.0797,0.4602
-4.0800,2.2800,-0.0884,0.4224
-4.0800,2.4000,-0.0956,0.4322
-4.0800,2.5200,-0.1011,0.4371
-4.0800,2.6400,-0.1045,0.4062
-4.0800,2.7600,-0.1057,0.4185
-4.0800,2.8800,-0.1045,0.4395
-4.0800,3.0000,-0.1009,0.4122
-4.0800,3.1200,-0.0948,0.4073
-4.0800,3.2400,-0.0865,0.4358
-4.0800,3.3600,-0.0761,0.4377
-4.0800,3.4800,-0.0639,0.4602
-4.0800,3.6000,-0.0501,0.4714
-4.0800,3.7200,-0.0354,0.4768
-4.0800,3.8400,-0.0201,0.4665
-4.0800,3.9600,-0.0047,0.4822
-4.0800,4.0800,0.0101,0.5165
-4.0800,4.2000,0.0240,0.5013
-4.0800,4.3200,0.0364,0.5530
-4.0800,4.4400,0.0468,0.5416
-4.0800,4.5600,0.0550,0.5579
-4.0800,4.6800,0.0606,0.5535
-3.9600,-4.8000,0.0613,0.5646
-3.9600,-4.6800,0.0559,0.5358
-3.9600,-4.5600,0.0478,0.5377
-3.9600,-4.4400,0.0373,0.5304
-3.9600,-4.3200,0.0247,0.5398
-3.9600,-4.2000,0.0106,0.4928
-3.9600,-4.0800,-0.0047,0.4844
-3.9600,-3.9600,-0.0206,0.4843
-3.9600,-3.8400,-0.0364,0.4534
-3.9600,-3.7200,-0.0516,0.4831
-3.9600,-3.6000,-0.0656,0.4560
-3.9600,-3.4800,-0.0781,0.4295
-3.9600,-3.3600,-0.0886,0.4282
-3.9600,-3.2400,-0.0967,0.4030
-3.9600,-3.1200,-0.1023,0.3942
-3.9600,-3.0000,-0.1052,0.4230
-3.9600,-2.8800,-0.1054,0.4298
-3.9600,-2.7600,-0.1030,0.4137
-3.9600,-2.6400,-0.0981,0.4081
-3.9600,-2.5200,-0.0910,0.4489
-3.9600,-2.4000,-0.0819,0.4549
-3.9600,-2.2800,-0.0712,0.4409
-3.9600,-2.1600,-0.0592,0.4486
-3.9600,-2.0400,-0.0463,0.4490
-3.9600,-1.9200,-0.0327,0.4858
-3.9600,-1.8000,-0.0189,0.4807
-3.9600,-1.6800,-0.0052,0.5096
-3.9600,-1.5600,0.0083,0.5215
-3.9600,-1.4400,0.0211,0.5256
-3.9600,-1.3200,0.0333,0.5474
-3.9600,-1.2000,0.0446,0.5374
-3.9600,-1.0800,0.0548,0.5234
-3.9600,-0.9600,0.0640,0.5705
-3.9600,-0.8400,0.0722,0.5733
-3.9600,-0.7200,0.0791,0.5687
-3.9600,-0.6000,0.0850,0.5929
-3.9600,-0.4800,0.0898,0.5545
-3.9600,-0.3600,0.0934,0.5670
-3.9600,-0.2400,0.0960,0.5680
-3.9600,-0.1200,0.0976,0.5663
-3.9600,0.0000,0.0981,0.5550
-3.9600,0.1200,0.0976,0.5662
-3.9600,0.2400,0.0960,0.5720
-3.9600,0.3600,0.0934,0.5977
-3.9600,0.4800,0.0898,0.5713
-3.9600,0.6000,0.0850,0.5573
-3.9600,0.7200,0.0791,0.5745
-3.9600,0.8400,0.0722,0.5414
-3.9600,0.9600,0.0640,0.5758
-3.9600,1.0800,0.0548,0.5453
-3.9600,1.2000,0.0446,0.5264
-3.9600,1.3200,0.0333,0.5474
-3.9600,1.4400,0.0211,0.5066
-3.9600,1.5600,0.0083,0.5302
-3.9600,1.6800,-0.0052,0.4792
-3.9600,1.8000,-0.0189,0.5016
-3.9600,1.9200,-0.0327,0.4495
-3.9600,2.0400,-0.0463,0.4427
-3.9600,2.1600,-0.0592,0.4567
-3.9600,2.2800,-0.0712,0.4325
-3.9600,2.4000,-0.0819,0.4277
-3.9600,2.5200,-0.0910,0.4090
-3.9600,2.6400,-0.0981,0.4228
-3.9600,2.7600,-0.1030,0.4261
-3.9600,2.8800,-0.1054,0.3969
-3.9600,3.0000,-0.1052,0.3912
-3.9600,3.1200,-0.1023,0.4143
-3.9600,3.2400,-0.0967,0.3992
-3.9600,3.3600,-0.0886,0.4179
-3.9600,3.4800,-0.0781,0.4305
