x,y,z,intensity
-4.8000,3.8400,0.0571,0.5705
-4.8000,3.9600,0.0613,0.5510
-4.8000,4.0800,0.0636,0.5703
-4.8000,4.2000,0.0640,0.5317
-4.8000,4.3200,0.0624,0.5660
-4.8000,4.4400,0.0590,0.5642
-4.8000,4.5600,0.0538,0.5230
-4.8000,4.6800,0.0470,0.5528
-4.6800,-4.8000,0.0470,0.5567
-4.6800,-4.6800,0.0539,0.5282
-4.6800,-4.5600,0.0592,0.5475
-4.6800,-4.4400,0.0626,0.5639
-4.6800,-4.3200,0.0641,0.5309
-4.6800,-4.2000,0.0634,0.5328
-4.6800,-4.0800,0.0606,0.5532
-4.6800,-3.9600,0.0559,0.5300
-4.6800,-3.8400,0.0492,0.5503
-4.6800,-3.7200,0.0409,0.5546
-4.6800,-3.6000,0.0312,0.5028
-4.6800,-3.4800,0.0203,0.5036
-4.6800,-3.3600,0.0086,0.5115
-4.6800,-3.2400,-0.0036,0.5043
-4.6800,-3.1200,-0.0160,0.4844
-4.6800,-3.0000,-0.0283,0.5007
-4.6800,-2.8800,-0.0403,0.4662
-4.6800,-2.7600,-0.0516,0.4737
-4.6800,-2.6400,-0.0620,0.4291
-4.6800,-2.5200,-0.0715,0.4641
-4.6800,-2.4000,-0.0799,0.4315
-4.6800,-2.2800,-0.0870,0.4085
-4.6800,-2.1600,-0.0930,0.4421
-4.6800,-2.0400,-0.0977,0.4175
-4.6800,-1.9200,-0.1012,0.4209
-4.6800,-1.8000,-0.1037,0.3968
-4.6800,-1.6800,-0.1051,0.4243
-4.6800,-1.5600,-0.1056,0.4245
-4.6800,-1.4400,-0.1054,0.4299
-4.6800,-1.3200,-0.1046,0.4089
-4.6800,-1.2000,-0.1033,0.3986
-4.6800,-1.0800,-0.1016,0.4105
-4.6800,-0.9600,-0.0997,0.4368
-4.6800,-0.8400,-0.0977,0.4175
-4.6800,-0.7200,-0.0958,0.4148
-4.6800,-0.6000,-0.0940,0.4435
-4.6800,-0.4800,-0.0924,0.4400
-4.6800,-0.3600,-0.0910,0.4428
-4.6800,-0.2400,-0.0900,0.4420
-4.6800,-0.1200,-0.0894,0.4450
-4.6800,0.0000,-0.0892,0.4427
-4.6800,0.1200,-0.0894,0.4286
-4.6800,0.2400,-0.0900,0.4465
-4.6800,0.3600,-0.0910,0.4264
-4.6800,0.4800,-0.0924,0.4259
-4.6800,0.6000,-0.0940,0.4099
-4.6800,0.7200,-0.0958,0.4376
-4.6800,0.8400,-0.0977,0.4358
-4.6800,0.9600,-0.0997,0.4314
-4.6800,1.0800,-0.1016,0.4180
-4.6800,1.2000,-0.1033,0.4275
-4.6800,1.3200,-0.1046,0.4338
-4.6800,1.4400,-0.1054,0.4052
-4.6800,1.5600,-0.1056,0.3985
-4.6800,1.6800,-0.1051,0.3939
-4.6800,1.8000,-0.1037,0.4067
-4.6800,1.9200,-0.1012,0.4369
-4.6800,2.0400,-0.0977,0.4092
-4.6800,2.1600,-0.0930,0.4432
-4.6800,2.2800,-0.0870,0.4412
-4.6800,2.4000,-0.0799,0.4137
-4.6800,2.5200,-0.0715,0.4416
-4.6800,2.6400,-0.0620,0.4387
-4.6800,2.7600,-0.0516,0.4632
-4.6800,2.8800,-0.0403,0.4681
-4.6800,3.0000,-0.0283,0.4581
-4.6800,3.1200,-0.0160,0.5075
-4.6800,3.2400,-0.0036,0.5004
-4.6800,3.3600,0.0086,0.5149
-4.6800,3.4800,0.0203,0.4915
-4.6800,3.6000,0.0312,0.5162
-4.6800,3.7200,0.0409,0.5096
-4.6800,3.8400,0.0492,0.5221
-4.6800,3.9600,0.0559,0.5564
-4.6800,4.0800,0.0606,0.5713
-4.6800,4.2000,0.0634,0.5357
-4.6800,4.3200,0.0641,0.5616
-4.6800,4.4400,0.0626,0.5361
-4.6800,4.5600,0.0592,0.5503
-4.6800,4.6800,0.0539,0.5391
-4.5600,-4.8000,0.0538,0.5197
-4.5600,-4.6800,0.0592,0.5404
-4.5600,-4.5600,0.0627,0.5301
-4.5600,-4.4400,0.0641,0.5363
-4.5600,-4.3200,0.0632,0.5431
-4.5600,-4.2000,0.0602,0.5413
-4.5600,-4.0800,0.0550,0.5283
-4.5600,-3.9600,0.0478,0.5352
-4.5600,-3.8400,0.0389,0.5240
-4.5600,-3.7200,0.0284,0.5374
-4.5600,-3.6000,0.0168,0.5196
-4.5600,-3.4800,0.0043,0.4823
-4.5600,-3.3600,-0.0087,0.5039
-4.5600,-3.2400,-0.0218,0.4880
-4.5600,-3.1200,-0.0347,0.4502
-4.5600,-3.0000,-0.0470,0.4433
-4.5600,-2.8800,-0.0586,0.4360
-4.5600,-2.7600,-0.0692,0.4488
-4.5600,-2.6400,-0.0785,0.4263
-4.5600,-2.5200,-0.0865,0.4104
-4.5600,-2.4000,-0.0931,0.4125
-4.5600,-2.2800,-0.0983,0.4026
-4.5600,-2.1600,-0.1020,0.4346
-4.5600,-2.0400,-0.1044,0.4367
-4.5600,-1.9200,-0.1055,0.4237
-4.5600,-1.8000,-0.1055,0.4295
-4.5600,-1.6800,-0.1045,0.4151
-4.5600,-1.5600,-0.1026,0.4154
-4.5600,-1.4400,-0.1001,0.4004
-4.5600,-1.3200,-0.0970,0.4083
-4.5600,-1.2000,-0.0936,0.4279
-4.5600,-1.0800,-0.0900,0.4520
-4.5600,-0.9600,-0.0864,0.4368
-4.5600,-0.8400,-0.0829,0.4092
-4.5600,-0.7200,-0.0797,0.4420
-4.5600,-0.6000,-0.0767,0.4334
-4.5600,-0.4800,-0.0742,0.4167
-4.5600,-0.3600,-0.0721,0.4421
-4.5600,-0.2400,-0.0706,0.4265
-4.5600,-0.1200,-0.0697,0.4272
-4.5600,0.0000,-0.0694,0.4588
-4.5600,0.1200,-0.0697,0.4634
-4.5600,0.2400,-0.0706,0.4511
-4.5600,0.3600,-0.0721,0.4591
-4.5600,0.4800,-0.0742,0.4542
-4.5600,0.6000,-0.0767,0.4387
-4.5600,0.7200,-0.0797,0.4533
-4.5600,0.8400,-0.0829,0.4337
-4.5600,0.9600,-0.0864,0.4127
-4.5600,1.0800,-0.0900,0.4207
-4.5600,1.2000,-0.0936,0.4037
-4.5600,1.3200,-0.0970,0.4164
-4.5600,1.4400,-0.1001,0.4113
-4.5600,1.5600,-0.1026,0.4129
-4.5600,1.6800,-0.1045,0.3962
-4.5600,1.8000,-0.1055,0.4012
-4.5600,1.9200,-0.1055,0.4333
-4.5600,2.0400,-0.1044,0.4080
-4.5600,2.1600,-0.1020,0.4388
-4.5600,2.2800,-0.0983,0.4266
-4.5600,2.4000,-0.0931,0.4433
-4.5600,2.5200,-0.0865,0.4137
-4.5600,2.6400,-0.0785,0.4267
-4.5600,2.7600,-0.0692,0.4616
-4.5600,2.8800,-0.0586,0.4651
-4.5600,3.0000,-0.0470,0.4737
-4.5600,3.1200,-0.0347,0.4562
-4.5600,3.2400,-0.0218,0.4627
-4.5600,3.3600,-0.0087,0.5146
-4.5600,3.4800,0.0043,0.5237
-4.5600,3.6000,0.0168,0.5154
-4.5600,3.7200,0.0284,0.5151
-4.5600,3.8400,0.0389,0.5273
-4.5600,3.9600,0.0478,0.5298
-4.5600,4.0800,0.0550,0.5205
-4.5600,4.2000,0.0602,0.5600
-4.5600,4.3200,0.0632,0.5335
-4.5600,4.4400,0.0641,0.5634
-4.5600,4.5600,0.0627,0.5281
-4.5600,4.6800,0.0592,0.5581
-4.4400,-4.8000,0.0590,0.5644
-4.4400,-4.6800,0.0626,0.5312
-4.4400,-4.5600,0.0641,0.5476
-4.4400,-4.4400,0.0632,0.5389
-4.4400,-4.3200,0.0599,0.5491
-4.4400,-4.2000,0.0544,0.5332
-4.4400,-4.0800,0.0468,0.5536
-4.4400,-3.9600,0.0373,0.5304
-4.4400,-3.8400,0.0262,0.4978
-4.4400,-3.7200,0.0139,0.5266
-4.4400,-3.6000,0.0007,0.4939
-4.4400,-3.4800,-0.0129,0.5077
-4.4400,-3.3600,-0.0266,0.4829
-4.4400,-3.2400,-0.0400,0.4713
-4.4400,-3.1200,-0.0528,0.4733
-4.4400,-3.0000,-0.0645,0.4446
-4.4400,-2.8800,-0.0751,0.4195
-4.4400,-2.7600,-0.0842,0.4242
-4.4400,-2.6400,-0.0918,0.4120
-4.4400,-2.5200,-0.0977,0.4385
-4.4400,-2.4000,-0.1020,0.4135
-4.4400,-2.2800,-0.1046,0.4248
-4.4400,-2.1600,-0.1056,0.4056
-4.4400,-2.0400,-0.1052,0.4069
-4.4400,-1.9200,-0.1036,0.4224
-4.4400,-1.8000,-0.1007,0.4115
-4.4400,-1.6800,-0.0970,0.4304
-4.4400,-1.5600,-0.0925,0.4070
-4.4400,-1.4400,-0.0875,0.4292
-4.4400,-1.3200,-0.0822,0.4538
-4.4400,-1.2000,-0.0767,0.4241
-4.4400,-1.0800,-0.0712,0.4546
-4.4400,-0.9600,-0.0659,0.4515
-4.4400,-0.8400,-0.0609,0.4666
-4.4400,-0.7200,-0.0564,0.4568
-4.4400,-0.6000,-0.0524,0.4358
-4.4400,-0.4800,-0.0490,0.4710
-4.4400,-0.3600,-0.0463,0.4680
-4.4400,-0.2400,-0.0443,0.4471
-4.4400,-0.1200,-0.0431,0.4432
-4.4400,0.0000,-0.0427,0.4684
-4.4400,0.1200,-0.0431,0.4720
-4.4400,0.2400,-0.0443,0.4671
-4.4400,0.3600,-0.0463,0.4592
-4.4400,0.4800,-0.0490,0.4424
-4.4400,0.6000,-0.0524,0.4830
-4.4400,0.7200,-0.0564,0.4578
-4.4400,0.8400,-0.0609,0.4384
-4.4400,0.9600,-0.0659,0.4410
-4.4400,1.0800,-0.0712,0.4242
-4.4400,1.2000,-0.0767,0.4594
-4.4400,1.3200,-0.0822,0.4532
-4.4400,1.4400,-0.0875,0.4465
-4.4400,1.5600,-0.0925,0.4212
-4.4400,1.6800,-0.0970,0.4155
-4.4400,1.8000,-0.1007,0.4429
-4.4400,1.9200,-0.1036,0.4309
-4.4400,2.0400,-0.1052,0.4220
-4.4400,2.1600,-0.1056,0.4068
-4.4400,2.2800,-0.1046,0.3963
-4.4400,2.4000,-0.1020,0.4314
-4.4400,2.5200,-0.0977,0.4126
-4.4400,2.6400,-0.0918,0.4238
-4.4400,2.7600,-0.0842,0.4216
-4.4400,2.8800,-0.0751,0.4452
-4.4400,3.0000,-0.0645,0.4252
-4.4400,3.1200,-0.0528,0.4750
-4.4400,3.2400,-0.0400,0.4696
-4.4400,3.3600,-0.0266,0.4767
-4.4400,3.4800,-0.0129,0.5068
-4.4400,3.6000,0.0007,0.5117
-4.4400,3.7200,0.0139,0.5036
-4.4400,3.8400,0.0262,0.5242
-4.4400,3.9600,0.0373,0.5289
-4.4400,4.0800,0.0468,0.5224
-4.4400,4.2000,0.0544,0.5673
-4.4400,4.3200,0.0599,0.5665
-4.4400,4.4400,0.0632,0.5468
-4.4400,4.5600,0.0641,0.5618
-4.4400,4.6800,0.0626,0.5539
-4.3200,-4.8000,0.0624,0.5385
-4.3200,-4.6800,0.0641,0.5442
-4.3200,-4.5600,0.0632,0.5718
-4.3200,-4.4400,0.0599,0.5332
-4.3200,-4.3200,0.0542,0.5460
-4.3200,-4.2000,0.0463,0.5360
-4.3200,-4.0800,0.0364,0.5085
-4.3200,-3.9600,0.0247,0.5087
-4.3200,-3.8400,0.0118,0.5195
-4.3200,-3.7200,-0.0020,0.5000
-4.3200,-3.6000,-0.0162,0.4872
-4.3200,-3.4800,-0.0305,0.4626
-4.3200,-3.3600,-0.0444,0.4460
-4.3200,-3.2400,-0.0574,0.4476
-4.3200,-3.1200,-0.0694,0.4245
-4.3200,-3.0000,-0.0799,0.4522
-4.3200,-2.8800,-0.0887,0.4173
-4.3200,-2.7600,-0.0958,0.4157
-4.3200,-2.6400,-0.1010,0.4272
-4.3200,-2.5200,-0.1042,0.4223
-4.3200,-2.4000,-0.1056,0.4067
-4.3200,-2.2800,-0.1052,0.4162
-4.3200,-2.1600,-0.1032,0.4408
-4.3200,-2.0400,-0.0997,0.4205
-4.3200,-1.9200,-0.0950,0.4265
-4.3200,-1.8000,-0.0892,0.4132
-4.3200,-1.6800,-0.0827,0.4122
-4.3200,-1.5600,-0.0756,0.4220
-4.3200,-1.4400,-0.0682,0.4336
-4.3200,-1.3200,-0.0606,0.4541
-4.3200,-1.2000,-0.0531,0.4486
-4.3200,-1.0800,-0.0459,0.4482
-4.3200,-0.9600,-0.0390,0.4713
-4.3200,-0.8400,-0.0327,0.4987
-4.3200,-0.7200,-0.0270,0.4916
-4.3200,-0.6000,-0.0221,0.4918
-4.3200,-0.4800,-0.0180,0.4801
-4.3200,-0.3600,-0.0147,0.5013
-4.3200,-0.2400,-0.0124,0.4699
-4.3200,-0.1200,-0.0109,0.4965
-4.3200,0.0000,-0.0105,0.4873
-4.3200,0.1200,-0.0109,0.5134
-4.3200,0.2400,-0.0124,0.5033
-4.3200,0.3600,-0.0147,0.5131
-4.3200,0.4800,-0.0180,0.4892
-4.3200,0.6000,-0.0221,0.4742
-4.3200,0.7200,-0.0270,0.4606
-4.3200,0.8400,-0.0327,0.4714
-4.3200,0.9600,-0.0390,0.4764
-4.3200,1.0800,-0.0459,0.4660
-4.3200,1.2000,-0.0531,0.4705
-4.3200,1.3200,-0.0606,0.4523
-4.3200,1.4400,-0.0682,0.4692
-4.3200,1.5600,-0.0756,0.4633
-4.3200,1.6800,-0.0827,0.4470
-4.3200,1.8000,-0.0892,0.4336
-4.3200,1.9200,-0.0950,0.4159
-4.3200,2.0400,-0.0997,0.4127
-4.3200,2.1600,-0.1032,0.3958
-4.3200,2.2800,-0.1052,0.4000
-4.3200,2.4000,-0.1056,0.4202
-4.3200,2.5200,-0.1042,0.4308
-4.3200,2.6400,-0.1010,0.4232
-4.3200,2.7600,-0.0958,0.4387
-4.3200,2.8800,-0.0887,0.4106
-4.3200,3.0000,-0.0799,0.4561
-4.3200,3.1200,-0.0694,0.4630
-4.3200,3.2400,-0.0574,0.4301
-4.3200,3.3600,-0.0444,0.4446
-4.3200,3.4800,-0.0305,0.4766
-4.3200,3.6000,-0.0162,0.4980
-4.3200,3.7200,-0.0020,0.5113
-4.3200,3.8400,0.0118,0.5078
-4.3200,3.9600,0.0247,0.5122
-4.3200,4.0800,0.0364,0.5258
-4.3200,4.2000,0.0463,0.5515
-4.3200,4.3200,0.0542,0.5517
-4.3200,4.4400,0.0599,0.5722
-4.3200,4.5600,0.0632,0.5606
-4.3200,4.6800,0.0641,0.5555
-4.2000,-4.8000,0.0640,0.5624
-4.2000,-4.6800,0.0634,0.5260
-4.2000,-4.5600,0.0602,0.5458
-4.2000,-4.4400,0.0544,0.5539
-4.2000,-4.3200,0.0463,0.5542
-4.2000,-4.2000,0.0360,0.5154
-4.2000,-4.0800,0.0240,0.4962
-4.2000,-3.9600,0.0106,0.5047
-4.2000,-3.8400,-0.0038,0.4933
-4.2000,-3.7200,-0.0186,0.5005
-4.2000,-3.6000,-0.0334,0.4725
-4.2000,-3.4800,-0.0477,0.4787
-4.2000,-3.3600,-0.0611,0.4373
-4.2000,-3.2400,-0.0732,0.4635
-4.2000,-3.1200,-0.0837,0.4112
-4.2000,-3.0000,-0.0922,0.4094
-4.2000,-2.8800,-0.0988,0.4094
-4.2000,-2.7600,-0.1031,0.4221
-4.2000,-2.6400,-0.1054,0.3999
-4.2000,-2.5200,-0.1055,0.3950
-4.2000,-2.4000,-0.1036,0.3943
-4.2000,-2.2800,-0.0998,0.4207
-4.2000,-2.1600,-0.0945,0.4201
-4.2000,-2.0400,-0.0878,0.4084
-4.2000,-1.9200,-0.0799,0.4412
-4.2000,-1.8000,-0.0712,0.4351
-4.2000,-1.6800,-0.0620,0.4677
-4.2000,-1.5600,-0.0524,0.4536
-4.2000,-1.4400,-0.0427,0.4885
-4.2000,-1.3200,-0.0331,0.4634
-4.2000,-1.2000,-0.0239,0.4607
-4.2000,-1.0800,-0.0152,0.4740
-4.2000,-0.9600,-0.0071,0.4978
-4.2000,-0.8400,0.0002,0.5175
-4.2000,-0.7200,0.0067,0.5011
-4.2000,-0.6000,0.0123,0.5197
-4.2000,-0.4800,0.0170,0.4980
-4.2000,-0.3600,0.0206,0.5022
-4.2000,-0.2400,0.0232,0.5327
-4.2000,-0.1200,0.0248,0.5272
-4.2000,0.0000,0.0253,0.4969
-4.2000,0.1200,0.0248,0.5058
-4.2000,0.2400,0.0232,0.5338
-4.2000,0.3600,0.0206,0.4927
-4.2000,0.4800,0.0170,0.5029
-4.2000,0.6000,0.0123,0.5007
-4.2000,0.7200,0.0067,0.4868
-4.2000,0.8400,0.0002,0.4831
-4.2000,0.9600,-0.0071,0.5104
-4.2000,1.0800,-0.0152,0.4666
-4.2000,1.2000,-0.0239,0.4820
-4.2000,1.3200,-0.0331,0.4600
-4.2000,1.4400,-0.0427,0.4410
-4.2000,1.5600,-0.0524,0.4751
-4.2000,1.6800,-0.0620,0.4605
-4.2000,1.8000,-0.0712,0.4377
-4.2000,1.9200,-0.0799,0.4225
-4.2000,2.0400,-0.0878,0.4362
-4.2000,2.1600,-0.0945,0.4264
-4.2000,2.2800,-0.0998,0.4209
-4.2000,2.4000,-0.1036,0.4258
-4.2000,2.5200,-0.1055,0.3921
-4.2000,2.6400,-0.1054,0.4388
-4.2000,2.7600,-0.1031,0.4066
-4.2000,2.8800,-0.0988,0.4403
-4.2000,3.0000,-0.0922,0.4087
-4.2000,3.1200,-0.0837,0.4178
-4.2000,3.2400,-0.0732,0.4363
-4.2000,3.3600,-0.0611,0.4376
-4.2000,3.4800,-0.0477,0.4700
-4.2000,3.6000,-0.0334,0.4800
-4.2000,3.7200,-0.0186,0.4950
-4.2000,3.8400,-0.0038,0.5052
-4.2000,3.9600,0.0106,0.4984
-4.2000,4.0800,0.0240,0.5437
-4.2000,4.2000,0.0360,0.5165
-4.2000,4.3200,0.0463,0.5400
-4.2000,4.4400,0.0544,0.5285
-4.2000,4.5600,0.0602,0.5452
-4.2000,4.6800,0.0634,0.5326
-4.0800,-4.8000,0.0636,0.5435
-4.0800,-4.6800,0.0606,0.5396
-4.0800,-4.5600,0.0550,0.5430
-4.0800,-4.4400,0.0468,0.5315
-4.0800,-4.3200,0.0364,0.5376
-4.0800,-4.2000,0.0240,0.5343
-4.0800,-4.0800,0.0101,0.5300
-4.0800,-3.9600,-0.0047,0.4885
-4.0800,-3.8400,-0.0201,0.4607
-4.0800,-3.7200,-0.0354,0.4947
-4.0800,-3.6000,-0.0501,0.4722
-4.0800,-3.4800,-0.0639,0.4498
-4.0800,-3.3600,-0.0761,0.4319
-4.0800,-3.2400,-0.0865,0.4098
-4.0800,-3.1200,-0.0948,0.4373
-4.0800,-3.0000,-0.1009,0.4052
-4.0800,-2.8800,-0.1045,0.4332
-4.0800,-2.7600,-0.1057,0.4270
-4.0800,-2.6400,-0.1045,0.4401
-4.0800,-2.5200,-0.1011,0.4421
-4.0800,-2.4000,-0.0956,0.4145
-4.0800,-2.2800,-0.0884,0.4104
-4.0800,-2.1600,-0.0797,0.4471
-4.0800,-2.0400,-0.0697,0.4379
-4.0800,-1.9200,-0.0589,0.4681
-4.0800,-1.8000,-0.0474,0.4593
-4.0800,-1.6800,-0.0357,0.4603
-4.0800,-1.5600,-0.0239,0.4896
-4.0800,-1.4400,-0.0124,0.4916
-4.0800,-1.3200,-0.0012,0.4742
-4.0800,-1.2000,0.0093,0.5317
-4.0800,-1.0800,0.0191,0.5341
-4.0800,-0.9600,0.0280,0.5245
-4.0800,-0.8400,0.0360,0.5150
-4.0800,-0.7200,0.0429,0.5308
-4.0800,-0.6000,0.0489,0.5567
-4.0800,-0.4800,0.0538,0.5401
-4.0800,-0.3600,0.0575,0.5222
-4.0800,-0.2400,0.0603,0.5458
-4.0800,-0.1200,0.0619,0.5663
-4.0800,0.0000,0.0624,0.5300
-4.0800,0.1200,0.0619,0.5372
-4.0800,0.2400,0.0603,0.5672
-4.0800,0.3600,0.0575,0.5576
-4.0800,0.4800,0.0538,0.5547
-4.0800,0.6000,0.0489,0.5184
-4.0800,0.7200,0.0429,0.5193
-4.0800,0.8400,0.0360,0.5432
-4.0800,0.9600,0.0280,0.5133
-4.0800,1.0800,0.0191,0.5399
-4.0800,1.2000,0.0093,0.4940
-4.0800,1.3200,-0.0012,0.5042
-4.0800,1.4400,-0.0124,0.4681
-4.0800,1.5600,-0.0239,0.4885
-4.0800,1.6800,-0.0357,0.4716
-4.0800,1.8000,-0.0474,0.4594
-4.0800,1.9200,-0.0589,0.4680
-4.0800,2.0400,-0.0697,0.4344
-4.0800,2.1600,-0.0797,0.4601
-4.0800,2.2800,-0.0884,0.4512
-4.0800,2.4000,-0.0956,0.4110
-4.0800,2.5200,-0.1011,0.4192
-4.0800,2.6400,-0.1045,0.4348
-4.0800,2.7600,-0.1057,0.4340
-4.0800,2.8800,-0.1045,0.4201
-4.0800,3.0000,-0.1009,0.4340
-4.0800,3.1200,-0.0948,0.4082
-4.0800,3.2400,-0.0865,0.4271
-4.0800,3.3600,-0.0761,0.4568
-4.0800,3.4800,-0.0639,0.4312
-4.0800,3.6000,-0.0501,0.4757
-4.0800,3.7200,-0.0354,0.4846
-4.0800,3.8400,-0.0201,0.5032
-4.0800,3.9600,-0.0047,0.4938
-4.0800,4.0800,0.0101,0.4943
-4.0800,4.2000,0.0240,0.5288
-4.0800,4.3200,0.0364,0.5472
-4.0800,4.4400,0.0468,0.5469
-4.0800,4.5600,0.0550,0.5241
-4.0800,4.6800,0.0606,0.5372
-3.9600,-4.8000,0.0613,0.5718
-3.9600,-4.6800,0.0559,0.5683
-3.9600,-4.5600,0.0478,0.5310
-3.9600,-4.4400,0.0373,0.5341
-3.9600,-4.3200,0.0247,0.5064
-3.9600,-4.2000,0.0106,0.5076
-3.9600,-4.0800,-0.0047,0.5110
-3.9600,-3.9600,-0.0206,0.5004
-3.9600,-3.8400,-0.0364,0.4598
-3.9600,-3.7200,-0.0516,0.4725
-3.9600,-3.6000,-0.0656,0.4387
-3.9600,-3.4800,-0.0781,0.4385
-3.9600,-3.3600,-0.0886,0.4456
-3.9600,-3.2400,-0.0967,0.4036
-3.9600,-3.1200,-0.1023,0.4316
-3.9600,-3.0000,-0.1052,0.3936
-3.9600,-2.8800,-0.1054,0.4329
-3.9600,-2.7600,-0.1030,0.4368
-3.9600,-2.6400,-0.0981,0.4110
-3.9600,-2.5200,-0.0910,0.4109
-3.9600,-2.4000,-0.0819,0.4298
-3.9600,-2.2800,-0.0712,0.4487
-3.9600,-2.1600,-0.0592,0.4617
-3.9600,-2.0400,-0.0463,0.4460
-3.9600,-1.9200,-0.0327,0.4629
-3.9600,-1.8000,-0.0189,0.4698
-3.9600,-1.6800,-0.0052,0.4982
-3.9600,-1.5600,0.0083,0.4985
-3.9600,-1.4400,0.0211,0.5343
-3.9600,-1.3200,0.0333,0.5402
-3.9600,-1.2000,0.0446,0.5425
-3.9600,-1.0800,0.0548,0.5400
-3.9600,-0.9600,0.0640,0.5561
-3.9600,-0.8400,0.0722,0.5596
-3.9600,-0.7200,0.0791,0.5464
-3.9600,-0.6000,0.0850,0.5908
-3.9600,-0.4800,0.0898,0.5528
-3.9600,-0.3600,0.0934,0.5929
-3.9600,-0.2400,0.0960,0.5559
-3.9600,-0.1200,0.0976,0.5885
-3.9600,0.0000,0.0981,0.5582
-3.9600,0.1200,0.0976,0.5916
-3.9600,0.2400,0.0960,0.5634
-3.9600,0.3600,0.0934,0.5672
-3.9600,0.4800,0.0898,0.5754
-3.9600,0.6000,0.0850,0.5747
-3.9600,0.7200,0.0791,0.5869
-3.9600,0.8400,0.0722,0.5433
-3.9600,0.9600,0.0640,0.5353
-3.9600,1.0800,0.0548,0.5278
-3.9600,1.2000,0.0446,0.5599
-3.9600,1.3200,0.0333,0.5027
-3.9600,1.4400,0.0211,0.5175
-3.9600,1.5600,0.0083,0.5029
-3.9600,1.6800,-0.0052,0.5077
-3.9600,1.8000,-0.0189,0.4642
-3.9600,1.9200,-0.0327,0.4643
-3.9600,2.0400,-0.0463,0.4683
-3.9600,2.1600,-0.0592,0.4713
-3.9600,2.2800,-0.0712,0.4435
-3.9600,2.4000,-0.0819,0.4244
-3.9600,2.5200,-0.0910,0.4159
-3.9600,2.6400,-0.0981,0.4274
-3.9600,2.7600,-0.1030,0.3929
-3.9600,2.8800,-0.1054,0.4183
-3.9600,3.0000,-0.1052,0.4383
-3.9600,3.1200,-0.1023,0.4185
-3.9600,3.2400,-0.0967,0.4086
-3.9600,3.3600,-0.0886,0.4238
-3.9600,3.4800,-0.0781,0.4313
